지하철역명,lad,long
노량진,37.51377296050352,126.9416705309573
신대방,37.487119386747814,126.91332432047685
신림,37.48403711996216,126.92922955190498
서울대입구(관악구청),37.4817233955097,126.95271384667298
낙성대,37.477366288402656,126.96335117599381
봉천,37.48283944000596,126.94111397425712
신림,37.48414260302852,126.93022264030459
서울대입구(관악구청),37.48081612369701,126.95285673558335
신림,37.48486673783314,126.92992358538596
사당,37.476173029674854,126.98108537989985
신림,37.48408251614212,126.93007090268894
신림,37.48447066742439,126.92935257062672
강남,37.49746448224892,127.02739847604525
총신대입구(이수),37.48802800709718,126.98253897821854
반포,37.50843114872304,127.01176478230641
신반포,37.503504330357664,126.99654493924434
청계산입구,37.44835494679063,127.05440573954033
사당,37.4767436291749,126.98243968843255
신논현,37.50422260584812,127.02426364751088
내방,37.48763283289275,126.99286015158096
구반포,37.50170637087281,126.98667546657511
구반포,37.50156534100443,126.98684265682752
양재시민의숲(매헌),37.46988070615187,127.03869775341829
잠원,37.51287477892826,127.01169061538495
사당,37.47695193019346,126.98221090572653
서초,37.49179114823333,127.0080862577849
신논현,37.50462314083485,127.02408279948735
강남,37.49757948205108,127.02713063677525
양재시민의숲(매헌),37.47010586350002,127.03930150941382
고속터미널,37.50592900267321,127.00488213135371
양재(서초구청),37.48369017124253,127.03539228037845
고속터미널,37.50610639977093,127.00396862101915
이수,37.48522672159108,126.98263119503251
교대(법원.검찰청),37.49356615700044,127.01405774219353
남부터미널(예술의전당),37.484749622986875,127.01627339714322
잠원,37.51293642983119,127.01188215259691
교대(법원.검찰청),37.49202075774134,127.01417012438718
서초,37.491574919899904,127.00747159358087
반포,37.508190807770426,127.01215726074881
사평,37.50466471804537,127.01468893440506
사평,37.503831556295495,127.0156855714063
신반포,37.50375149087586,126.99643289567054
양재(서초구청),37.4842604369852,127.03381116531594
양재(서초구청),37.48333239032897,127.03490883241037
강남,37.49833935075377,127.02709611002521
내방,37.48738159843083,126.99356727393459
남태령,37.46466417956047,126.98854297431377
강남,37.496155738235544,127.02816732793622
방배,37.48155477078008,126.9972400061135
고속터미널,37.50248115131455,127.00274829422112
구룡,37.48693885293466,127.05940292688672
한티,37.49611796638646,127.05323923237874
한티,37.4965872172517,127.05302413959794
대모산입구,37.49135854461028,127.07317284842284
역삼,37.50049774149943,127.03665279264845
논현,37.51133061451594,127.02163708917021
삼성(무역센터),37.50880191867385,127.06406393928728
삼성(무역센터),37.50836331156936,127.06258120152495
강남,37.49806862792882,127.02875970149319
구룡,37.486563166005446,127.0601206197728
봉은사,37.51459989353943,127.0605962799738
청담,37.51920117805046,127.05122468525306
삼성중앙,37.51334146687795,127.05350327463483
선정릉,37.51053062381553,127.04356969698945
선릉,37.504538505731844,127.04824290120564
선릉,37.50446921494286,127.04977110906533
역삼,37.50010888685489,127.03566429877333
강남구청,37.517056577579034,127.0416057508422
신사,37.51669255474552,127.02032647694507
언주,37.50718411043244,127.03422410297506
개포동,37.489382216064136,127.06667286401641
개포동,37.48917455058983,127.06561288882263
대청,37.49400010041536,127.07919737008648
매봉,37.486754644929604,127.04587803093463
압구정,37.525892663674185,127.02891049219208
언주,37.50741773216036,127.03356634573534
일원,37.48413774256001,127.08386132408955
신사,37.516340050883976,127.02070850498737
강남구청,37.51693774478827,127.04111437913541
압구정,37.52701994981133,127.02868608235528
강남구청,37.51750062074198,127.04142498863862
도곡,37.490728411095084,127.05568242908524
학동,37.51389301558195,127.03112538605993
대청,37.49338463642731,127.07981281188945
대청,37.49367975719071,127.07996535431397
대모산입구,37.4911063992297,127.0725864427452
역삼,37.50067881890651,127.03539742642559
선릉,37.50493157393591,127.04960480098848
대모산입구,37.49145434805537,127.07244317202905
선정릉,37.510013341972964,127.04375325983744
일원,37.48417209947984,127.08382115631785
대청,37.49410309059686,127.07915048666233
삼성중앙,37.512920251329916,127.0537701609788
청담,37.51884640612913,127.05133075135605
수서,37.48734447436931,127.10116880267131
수서,37.48723172140383,127.10222108384063
양재(서초구청),37.48483005441413,127.03445228796363
강남,37.496594120765295,127.02862667714571
도곡,37.490463072855675,127.05501648356581
도곡,37.49090255347246,127.05485022249802
도곡,37.49130946480469,127.0558155601628
일원,37.484408023478444,127.0834120964024
일원,37.48401662304801,127.08349207345061
일원,37.48385309111214,127.08508924242753
매봉,37.48687369616093,127.0459985741961
일원,37.48365867102188,127.08493968575138
수서,37.487300416785914,127.10080346437243
수서,37.487533628769036,127.10106225754004
강남,37.49883559708308,127.02748750839716
한티,37.49633376609361,127.05256889247224
대치,37.494935992423684,127.06526375831818
한티,37.49608939281134,127.05272562200159
대치,37.4946390374586,127.06424671613148
대치,37.494037919508386,127.0617243678387
대치,37.49403743419684,127.06264635890945
삼성(무역센터),37.509346073131994,127.06375207482945
삼성(무역센터),37.509300977577155,127.06248799026312
봉은사,37.51385427758381,127.05983712803229
대청,37.493808133618906,127.0796438004718
대치,37.49396072181887,127.06240348134602
압구정로데오,37.52795638618502,127.04100881309812
압구정로데오,37.52810301175811,127.04054912480974
강남구청,37.5173728821834,127.0409334345037
대모산입구,37.491791007099806,127.0732939010785
학여울,37.49648060445571,127.07085555801159
송파나루,37.51066286392076,127.1119892740443
올림픽공원(한국체대),37.516538146120155,127.13086140464432
방이,37.508875502115316,127.12645170899927
오금,37.5019950564144,127.1276546686349
장지,37.4788552424736,127.12639740220624
잠실(송파구청),37.5146457213322,127.10497723979161
가락시장,37.492274322364054,127.11840694048179
석촌,37.5048046984708,127.10717808749946
가락시장,37.49292867153217,127.11887099721821
석촌고분,37.50219578381938,127.09672999764707
석촌고분,37.502763656483346,127.09718576920491
올림픽공원(한국체대),37.515968021653165,127.13111036762389
종합운동장,37.511381610109346,127.07326403135781
경찰병원,37.495688123662106,127.12385882785848
오금,37.50259900550941,127.12844043450916
석촌,37.50569247427557,127.10712604127323
둔촌오륜,37.51936809774019,127.13784079519112
석촌고분,37.50222620219997,127.09716403742473
복정,37.4714482540519,127.12652310857835
몽촌토성(평화의문),37.5176243275448,127.11218692416507
마천,37.49470309241651,127.15220891949295
올림픽공원(한국체대),37.516040328917775,127.13120675007835
강동구청,37.53106649864566,127.12050307295738
몽촌토성(평화의문),37.517120478730625,127.1125740425739
문정,37.48625939608584,127.12268435465137
잠실(송파구청),37.5130587036549,127.10088514705804
가락시장,37.4926682640709,127.11809736541939
몽촌토성(평화의문),37.51793850317135,127.11271174664988
한성백제,37.51686754955193,127.11580391281615
한성백제,37.51608521047556,127.115452186766
송파나루,37.50993241623552,127.11241049250222
송파나루,37.51036928514959,127.11266683328051
방이,37.50859898482835,127.12576411743366
강동구청,37.53032246263641,127.12023524093304
마천,37.49551879010833,127.1532273698744
잠실새내,37.51187101568035,127.08624847051277
종합운동장,37.51111885008563,127.07731279659525
잠실나루,37.520867486643745,127.10350964749668
개롱,37.498076391582494,127.13443907118028
장지,37.47846564287927,127.12588543555984
잠실(송파구청),37.515025793661586,127.10433715545264
오금,37.50237872868276,127.12812266456203
잠실새내,37.51139353619685,127.0861518152894
개롱,37.49819246830591,127.13503399427564
석촌고분,37.502723954661136,127.09676201224372
송파나루,37.51018015736893,127.11180181663998
몽촌토성(평화의문),37.517709119670556,127.11326448370943
송파,37.499504154508294,127.11274757857919
경찰병원,37.495598317882155,127.12438431154727
거여,37.49333445162444,127.14418749865008
둔촌동,37.527920277421906,127.13596286453593
강일,37.55752807526354,127.17518788070038
암사,37.55012621439297,127.12735700818776
천호(풍납토성),37.53811502961933,127.12448671755027
고덕,37.555087361086464,127.15380158870624
상일동,37.556972843259466,127.16785895296137
중앙보훈병원,37.528718061495766,127.1486649763299
굽은다리(강동구민회관앞),37.545800531295995,127.14283743789058
강일,37.55740515340641,127.17628284410385
둔촌오륜,37.519775129452434,127.13820384530973
강동,37.536282475061434,127.13179010475156
중앙보훈병원,37.529458714253764,127.14872889116644
강일,37.55719263812985,127.17527393090732
강동,37.53591207885099,127.1329072079279
상일동,37.556847484259855,127.16790251023284
중앙보훈병원,37.527854901583346,127.14798818319892
명일,37.55130403047023,127.14416312041527
고덕,37.55488135255971,127.15383278569297
길동,37.53782062327283,127.13978304015922
상일동,37.55672080615116,127.1652598279911
